,sum_sq,df,F,PR(>F)
C(Category),0.9625819027777776,11.0,261.51185346473034,4.609796223372053e-125
C(PerturbationType),0.02200937500000002,3.0,21.924657966124887,1.4873488635823522e-12
C(CF_Freq),0.04694798611111077,5.0,28.060366212611246,2.9326062763169996e-22
C(Category):C(PerturbationType),0.07377904166666671,33.0,6.681368749825691,1.7105785671566704e-19
Residual,0.07863601388888888,235.0,,
