Formant,Category,PerturbationType,Mean,SEM,Reference,Effect,Percent_Change,T_Statistic,P_Value,Significant
F3,Vowel,loss,0.11616666666666668,0.009438985350367086,0.10808333333333332,0.008083333333333359,7.478797224363941,,,
F3,Vowel,truncation,0.09749999999999999,0.007948794457861728,0.10808333333333332,-0.010583333333333333,-9.79182729375482,,,
F3,Vowel,jitter,0.11466666666666665,0.00994205433723053,0.10808333333333332,0.00658333333333333,6.090979182729373,,,
F3,Vowel,scattered_jitter,0.10400000000000002,0.008865664103720604,0.10808333333333332,-0.0040833333333333,-3.7779491133384426,,,
F3,Fricative,loss,0.1401666666666667,0.008979297176159045,0.13945833333333332,0.0007083333333333663,0.5079175380938391,,,
F3,Fricative,truncation,0.12433333333333334,0.009322612890767861,0.13945833333333332,-0.015124999999999986,-10.845533313414988,,,
F3,Fricative,jitter,0.14333333333333334,0.007045881381661521,0.13945833333333332,0.0038750000000000173,2.7786077083955907,,,
F3,Fricative,scattered_jitter,0.15000000000000002,0.010601886624558857,0.13945833333333332,0.0105416666666667,7.559008066925629,,,
F3,Stop,loss,0.2778333333333333,0.00785458111196545,0.27487500000000004,0.002958333333333285,1.0762467788388483,,,
F3,Stop,truncation,0.282,0.008132240363721012,0.27487500000000004,0.007124999999999937,2.592087312414711,,,
F3,Stop,jitter,0.26833333333333337,0.007649255591958674,0.27487500000000004,-0.006541666666666668,-2.3798696377141124,,,
F3,Stop,scattered_jitter,0.27133333333333337,0.005517648452415613,0.27487500000000004,-0.003541666666666665,-1.288464453539487,,,
F3,Nasal,loss,0.21799999999999997,0.012672805529952712,0.20833333333333334,0.009666666666666629,4.639999999999982,,,
F3,Nasal,truncation,0.22116666666666665,0.005534236874021369,0.20833333333333334,0.012833333333333308,6.159999999999988,,,
F3,Nasal,jitter,0.16383333333333336,0.008182976910092754,0.20833333333333334,-0.044499999999999984,-21.35999999999999,,,
F3,Nasal,scattered_jitter,0.2303333333333333,0.008957926347344262,0.20833333333333334,0.021999999999999964,10.559999999999983,,,
F3,Liquid,loss,0.0535,0.004787135538781692,0.064125,-0.010625000000000002,-16.5692007797271,,,
F3,Liquid,truncation,0.06233333333333333,0.008931840671316176,0.064125,-0.0017916666666666706,-2.7940220922677126,,,
F3,Liquid,jitter,0.07350000000000001,0.008361618663073955,0.064125,0.009375000000000008,14.619883040935685,,,
F3,Liquid,scattered_jitter,0.06716666666666667,0.006368760563179552,0.064125,0.0030416666666666647,4.743339831059126,,,
F3,Glide,loss,0.076,0.009355925038890241,0.08304166666666667,-0.007041666666666668,-8.479678876066234,,,
F3,Glide,truncation,0.08800000000000001,0.010013324456276581,0.08304166666666667,0.004958333333333342,5.970898143502269,,,
F3,Glide,jitter,0.07633333333333332,0.006124631508189788,0.08304166666666667,-0.006708333333333344,-8.078273958856009,,,
F3,Glide,scattered_jitter,0.09183333333333334,0.008934639208036202,0.08304166666666667,0.00879166666666667,10.587054691419974,,,
F3,Affricate,loss,0.15333333333333335,0.011023207841237103,0.14054166666666668,0.012791666666666673,9.10168989030537,,,
F3,Affricate,truncation,0.11249999999999999,0.013970802887927857,0.14054166666666668,-0.028041666666666687,-19.952564482656403,,,
F3,Affricate,jitter,0.13,0.009384384192192192,0.14054166666666668,-0.010541666666666671,-7.500741179958497,,,
F3,Affricate,scattered_jitter,0.16633333333333333,0.019043225683807997,0.14054166666666668,0.025791666666666657,18.35161577230951,,,
F3,Flap,loss,0.2336666666666667,0.011726513169357342,0.22166666666666668,0.01200000000000001,5.413533834586471,,,
F3,Flap,truncation,0.19400000000000003,0.010592450141492288,0.22166666666666668,-0.027666666666666645,-12.481203007518786,,,
F3,Flap,jitter,0.24416666666666664,0.010061201607053595,0.22166666666666668,0.022499999999999964,10.150375939849607,,,
F3,Flap,scattered_jitter,0.21483333333333332,0.009981371537908894,0.22166666666666668,-0.006833333333333358,-3.0827067669173043,,,
F3,Glottal Stop,loss,0.09166666666666666,0.007167829363048327,0.09470833333333334,-0.0030416666666666786,-3.211614606247263,,,
F3,Glottal Stop,truncation,0.08933333333333332,0.008273115763993906,0.09470833333333334,-0.005375000000000019,-5.675318961724613,,,
F3,Glottal Stop,jitter,0.081,0.0038384024454626085,0.09470833333333334,-0.013708333333333336,-14.47426308842939,,,
F3,Glottal Stop,scattered_jitter,0.11683333333333334,0.004437842318564784,0.09470833333333334,0.022125000000000006,23.361196656401237,,,
F3,Epenthetic,loss,0.2245,0.006869012544269613,0.20029166666666667,0.02420833333333333,12.086540461826502,,,
F3,Epenthetic,truncation,0.1691666666666667,0.01829829986030882,0.20029166666666667,-0.031124999999999986,-15.539837736634068,,,
F3,Epenthetic,jitter,0.18733333333333332,0.01245971285561768,0.20029166666666667,-0.01295833333333335,-6.469731641356363,,,
F3,Epenthetic,scattered_jitter,0.22016666666666665,0.008243852928765234,0.20029166666666667,0.019874999999999976,9.923028916163917,,,
F3,Silence,loss,0.13233333333333333,0.0066164777470930705,0.12979166666666667,0.0025416666666666643,1.9582664526484734,,,
F3,Silence,truncation,0.1485,0.017480942003603048,0.12979166666666667,0.018708333333333327,14.41412520064205,,,
F3,Silence,jitter,0.11166666666666665,0.01598054372597434,0.12979166666666667,-0.018125000000000016,-13.964686998394876,,,
F3,Silence,scattered_jitter,0.12666666666666668,0.011814303948086732,0.12979166666666667,-0.003124999999999989,-2.4077046548956575,,,
F3,Syllabic Consonant,loss,0.115,0.009395034149308168,0.09116666666666667,0.02383333333333333,26.142595978062154,,,
F3,Syllabic Consonant,truncation,0.05033333333333334,0.010452006718541873,0.09116666666666667,-0.04083333333333333,-44.78976234003656,,,
F3,Syllabic Consonant,jitter,0.13616666666666666,0.00915575107666093,0.09116666666666667,0.044999999999999984,49.36014625228517,,,
F3,Syllabic Consonant,scattered_jitter,0.06316666666666666,0.004629014773985689,0.09116666666666667,-0.02800000000000001,-30.712979890310795,,,
