,sum_sq,df,F,PR(>F)
C(PerturbationType),0.022009375000000157,3.0,12.900109022475634,6.742406343043135e-08
C(Category),0.9625819027777777,11.0,153.86928387101923,6.292553027403989e-109
C(CF_Freq),0.046947986111111034,5.0,16.510259084203888,3.3108975413456514e-14
Residual,0.15241505555555557,268.0,,
