,sum_sq,df,F,PR(>F)
C(CF_Freq),0.046947986111111256,5.0,15.865244732444737,1.3667642281750116e-13
C(PerturbationType),0.02200937500000001,3.0,12.396134165611173,1.366231697321697e-07
C(Category),0.9625819027777771,11.0,147.85799744083363,2.1504129742320516e-103
C(CF_Freq):C(PerturbationType),0.0026809583333333355,15.0,0.30199421103428276,0.9949790627047752
Residual,0.14973409722222225,253.0,,
