,group1,group2,meandiff,p-adj,lower,upper,reject
0,jitter,loss,0.0111,0.6764,-0.0145,0.0367,False
1,jitter,scattered_jitter,0.0102,0.7316,-0.0154,0.0358,False
2,jitter,truncation,-0.0001,1.0,-0.0257,0.0255,False
3,loss,scattered_jitter,-0.0009,0.9997,-0.0265,0.0247,False
4,loss,truncation,-0.0112,0.6694,-0.0368,0.0144,False
5,scattered_jitter,truncation,-0.0103,0.725,-0.0359,0.0153,False
