Formant,Category,PerturbationType,Mean,SEM,Reference,Effect,Percent_Change,T_Statistic,P_Value,Significant
F2,Vowel,loss,0.08683333333333333,0.007980879929208587,0.08254166666666667,0.004291666666666666,5.19939424533064,,,
F2,Vowel,truncation,0.07533333333333334,0.0075615988902994445,0.08254166666666667,-0.0072083333333333305,-8.732963149924277,,,
F2,Vowel,jitter,0.09149999999999998,0.009687620966986683,0.08254166666666667,0.008958333333333318,10.853104492680446,,,
F2,Vowel,scattered_jitter,0.07650000000000001,0.008019767245167822,0.08254166666666667,-0.0060416666666666535,-7.319535588086809,,,
F2,Fricative,loss,0.10916666666666668,0.00785033615699212,0.11008333333333332,-0.000916666666666649,-0.8327024981074783,,,
F2,Fricative,truncation,0.10983333333333334,0.008576777431594641,0.11008333333333332,-0.00024999999999998634,-0.2271006813020315,,,
F2,Fricative,jitter,0.11116666666666668,0.005918426968188235,0.11008333333333332,0.0010833333333333528,0.9841029523088747,,,
F2,Fricative,scattered_jitter,0.11016666666666668,0.009089982275988102,0.11008333333333332,8.333333333335191e-05,0.07570022710069818,,,
F2,Stop,loss,0.2181666666666667,0.007444983396742921,0.222375,-0.004208333333333286,-1.892448941352799,,,
F2,Stop,truncation,0.22683333333333333,0.0074045781633917404,0.222375,0.004458333333333342,2.00487165074012,,,
F2,Stop,jitter,0.2253333333333333,0.00745952038970633,0.222375,0.002958333333333313,1.3303353944163296,,,
F2,Stop,scattered_jitter,0.21916666666666665,0.005114793359570953,0.222375,-0.003208333333333341,-1.4427581038036386,,,
F2,Nasal,loss,0.14633333333333334,0.011333333333333332,0.14208333333333334,0.004250000000000004,2.9912023460410584,,,
F2,Nasal,truncation,0.14350000000000002,0.004924428900898052,0.14208333333333334,0.0014166666666666772,0.9970674486803592,,,
F2,Nasal,jitter,0.12766666666666668,0.0075173872529696855,0.14208333333333334,-0.014416666666666661,-10.1466275659824,,,
F2,Nasal,scattered_jitter,0.15083333333333335,0.00821144188177556,0.14208333333333334,0.008750000000000008,6.158357771261002,,,
F2,Liquid,loss,0.05766666666666667,0.0050640344039554535,0.058750000000000004,-0.001083333333333332,-1.8439716312056713,,,
F2,Liquid,truncation,0.05216666666666667,0.0061612588901223024,0.058750000000000004,-0.006583333333333337,-11.205673758865252,,,
F2,Liquid,jitter,0.069,0.00661815684310972,0.058750000000000004,0.010250000000000002,17.446808510638302,,,
F2,Liquid,scattered_jitter,0.05616666666666666,0.006128712027099259,0.058750000000000004,-0.0025833333333333403,-4.397163120567387,,,
F2,Glide,loss,0.0255,0.0028017851452243805,0.03204166666666667,-0.006541666666666671,-20.416124837451246,,,
F2,Glide,truncation,0.03666666666666667,0.005314550257965809,0.03204166666666667,0.004624999999999997,14.434330299089718,,,
F2,Glide,jitter,0.030333333333333334,0.004964317117635057,0.03204166666666667,-0.001708333333333336,-5.331599479843961,,,
F2,Glide,scattered_jitter,0.03566666666666667,0.0021395742047841614,0.03204166666666667,0.0036250000000000032,11.313394018205472,,,
F2,Affricate,loss,0.18300000000000002,0.012897028081435401,0.15308333333333332,0.029916666666666702,19.542732716385437,,,
F2,Affricate,truncation,0.113,0.013655279809167833,0.15308333333333332,-0.04008333333333332,-26.183995645073484,,,
F2,Affricate,jitter,0.133,0.010507140429250961,0.15308333333333332,-0.020083333333333314,-13.119216113228077,,,
