,sum_sq,df,F,PR(>F)
C(Category),0.8204067881944467,11.0,251.32717714848704,3.3801015649228515e-123
C(PerturbationType),0.008296621527777662,3.0,9.319291958965236,7.59752263168361e-06
C(CF_Freq),0.042650559027777236,5.0,28.744689181891886,1.0320316207123223e-22
C(Category):C(PerturbationType),0.0701924201388886,33.0,7.167689275037335,5.027486892405463e-21
Residual,0.06973727430555557,235.0,,
