,sum_sq,df,F,PR(>F)
C(PerturbationType),0.008296621527777725,3.0,5.2966945966979,0.0014591444724187375
C(Category),0.8204067881944432,11.0,142.84382408741718,3.1233230810461064e-105
C(CF_Freq),0.04265055902777806,5.0,16.337275465119603,4.5563910837760525e-14
Residual,0.1399296944444444,268.0,,
