,sum_sq,df,F,PR(>F)
C(Group),1.2503888928571312,1.0,1021.9720266635721,2.542613157357036e-154
C(NoiseLevel),0.010778857142857036,6.0,1.4683019208837151,0.18583342325519853
C(Category),1.124561115079368,11.0,83.55727700179253,1.2029856032059873e-132
C(Group):C(NoiseLevel),0.015782079365079422,6.0,2.149843637425106,0.0456283204889696
Residual,1.2027063849206354,983.0,,
