,sum_sq,df,F,PR(>F)
C(Group),0.3746678571428565,1.0,637.0251473541019,7.047418526352261e-37
C(NoiseLevel),0.018733333333333303,6.0,5.308526027160645,0.00014663685837738668
C(Group):C(NoiseLevel),0.013305809523809527,6.0,3.7705108275579167,0.002609668192916582
Residual,0.041170666666666675,70.0,,
