,sum_sq,df,F,PR(>F)
C(Group),0.22001667857142812,1.0,709.8348069226678,2.2699155118624582e-38
C(NoiseLevel),0.0020428095238095192,6.0,1.098444985571369,0.3720763626428832
C(Group):C(NoiseLevel),0.002397238095238088,6.0,1.2890257922943145,0.27362992204847725
Residual,0.021696833333333332,70.0,,
