,sum_sq,df,F,PR(>F)
C(Group),0.011247428571428582,1.0,76.78174370977187,7.213020240510598e-13
C(NoiseLevel),0.00152597619047619,6.0,1.7362059250590551,0.12536891029546912
C(Group):C(NoiseLevel),0.0026324047619047555,6.0,2.995064256767,0.011579968254830184
Residual,0.010254,70.0,,
