,sum_sq,df,F,PR(>F)
C(Group),0.0290085833333334,1.0,100.29887300058473,3.755796158630857e-15
C(NoiseLevel),0.01387330952380955,6.0,7.994629807995756,1.3921839180050778e-06
C(Group):C(NoiseLevel),0.01482416666666668,6.0,8.54257050263571,5.719154949652096e-07
Residual,0.0202455,70.0,,
