,sum_sq,df,F,PR(>F)
C(Group),0.6805800119047619,1.0,873.4850188696543,2.862884478576791e-41
C(NoiseLevel),0.0011828095238095241,6.0,0.2530112504902036,0.9564993661620496
C(Group):C(NoiseLevel),0.0011999047619047577,6.0,0.25666804178316877,0.9549657068961739
Residual,0.05454083333333333,70.0,,
