,sum_sq,df,F,PR(>F)
C(Group),0.6755486785714281,1.0,840.3516392058827,1.0018973098796366e-40
C(NoiseLevel),0.001112000000000001,6.0,0.23054618476274558,0.9653394612749374
C(Group):C(NoiseLevel),0.0014535714285714252,6.0,0.30136272224575134,0.9341767839980816
Residual,0.056272166666666665,70.0,,
