,sum_sq,df,F,PR(>F)
C(Group),0.013706297619047562,1.0,108.64669246012978,6.928367610843324e-16
C(NoiseLevel),0.001976238095238097,6.0,2.6108647101380917,0.02424513582534784
C(Group):C(NoiseLevel),0.0027309523809523812,6.0,3.6079393539051936,0.0035623202459487374
Residual,0.008830833333333333,70.0,,
