,sum_sq,df,F,PR(>F)
C(Group),0.2011942976190473,1.0,187.23171534229488,1.8266634897633565e-21
C(NoiseLevel),0.05168240476190485,6.0,8.01595390715996,1.344307685528538e-06
C(Group):C(NoiseLevel),0.051588119047619035,6.0,8.001330169288229,1.3769550536383145e-06
Residual,0.07522016666666667,70.0,,
