,sum_sq,df,F,PR(>F)
C(Group),0.06513001190476199,1.0,216.34283974343793,4.20911688701613e-23
C(NoiseLevel),0.0025198095238095275,6.0,1.3950116391571319,0.2288780873274267
C(Group):C(NoiseLevel),0.003492238095238103,6.0,1.9333654958966413,0.0873477275227706
Residual,0.0210735,70.0,,
