,sum_sq,df,F,PR(>F)
C(Group),0.04370304761904772,1.0,102.23618398333522,2.5184805346576487e-15
C(NoiseLevel),0.02381614285714292,6.0,9.285666544129956,1.7656460599674201e-07
C(Group):C(NoiseLevel),0.021753952380952398,6.0,8.481639912813263,6.307695512687224e-07
Residual,0.029923000000000005,70.0,,
