,sum_sq,df,F,PR(>F)
C(CF_Num),0.1628282675264605,5.0,24.759808211094388,1.6106073808359326e-24
C(Group),4.644776860119064,1.0,3531.444078688255,0.0
C(NoiseLevel),0.02757833068783024,6.0,3.4946541581600745,0.001905150618919172
C(Category),3.0500026623677226,11.0,210.8118463222444,0.0
C(Formant),0.28058667129629467,2.0,106.66563418966346,1.7870867663704463e-45
C(CF_Num):C(Group),0.2405111775793633,5.0,36.57233918872088,1.757358625781113e-36
Residual,3.9365814189814805,2993.0,,
