,sum_sq,df,F,PR(>F)
C(Formant),0.2805866712962956,2.0,99.79265968373734,1.0987481114861622e-42
C(Group),4.644776860119039,1.0,3303.8963281280908,0.0
C(NoiseLevel),0.027578330687829212,6.0,3.2694769572879623,0.003307176866407491
C(Category),3.050002662367708,11.0,197.22823566519003,0.0
C(Formant):C(Group),0.12097027579365188,2.0,43.0239451801185,3.7827193971024186e-19
Residual,4.218950588293649,3001.0,,
