,sum_sq,df,F,PR(>F)
C(Group),0.04230029761904756,1.0,149.4798196090967,4.87624065981999e-19
C(NoiseLevel),0.0004721666666666648,6.0,0.2780886192747893,0.9454650158229565
C(Group):C(NoiseLevel),0.0008311190476190462,6.0,0.4894982317091972,0.8140739574300475
Residual,0.019808833333333338,70.0,,
