,sum_sq,df,F,PR(>F)
C(Group),0.06297619047619031,1.0,280.83326254990163,3.3464148229750746e-26
C(NoiseLevel),0.0033590714285714313,6.0,2.496549307738047,0.030178811336641992
C(Group):C(NoiseLevel),0.0020369761904761884,6.0,1.513933718395197,0.1863338707536996
Residual,0.01569733333333333,70.0,,
