,sum_sq,df,F,PR(>F)
C(Group),0.34483242857142776,1.0,808.4355951503767,3.498932207054156e-40
C(NoiseLevel),0.016163404761904754,6.0,6.315662655085923,2.4131878018539805e-05
C(Group):C(NoiseLevel),0.012515404761904768,6.0,4.890249030596679,0.00031648457013499956
Residual,0.029857999999999996,70.0,,
