,sum_sq,df,F,PR(>F)
C(Category),1.124561115079368,11.0,86.2995762571465,1.5779017561136224e-133
C(NoiseLevel),0.010778857142857217,6.0,1.5164907011881514,0.16946018484841452
C(Group),1.2503888928571372,1.0,1055.5125299958238,5.43846320201485e-155
C(Category):C(NoiseLevel),0.12507752380952422,66.0,1.5997555489745108,0.0022417173422359057
Residual,1.0934109404761911,923.0,,
