,sum_sq,df,F,PR(>F)
C(Group),0.09881144047619042,1.0,327.0947847127531,4.3231829534449595e-28
C(NoiseLevel),0.014987785714285733,6.0,8.26899280405433,8.895281973581614e-07
C(Group):C(NoiseLevel),0.01806130952380954,6.0,9.964703347861848,6.217815476611016e-08
Residual,0.021146166666666667,70.0,,
