,sum_sq,df,F,PR(>F)
C(Group),0.17100119047619045,1.0,307.7590565892203,2.493967935214131e-27
C(NoiseLevel),0.004559404761904758,6.0,1.3676299603769744,0.23979482345376646
C(Group):C(NoiseLevel),0.009365309523809527,6.0,2.8091995692031695,0.016562751802801295
Residual,0.038894333333333336,70.0,,
