,sum_sq,df,F,PR(>F)
C(Group),0.1426838571428569,1.0,489.74551338628913,2.5395205862536904e-33
C(NoiseLevel),0.0024055000000000066,6.0,1.3760991794972413,0.2363714214791806
C(Group):C(NoiseLevel),0.0013596428571428603,6.0,0.7778022947925877,0.5900777088520184
Residual,0.020394000000000002,70.0,,
