,sum_sq,df,F,PR(>F)
C(Group),0.013075047619047589,1.0,29.02985705827617,9.065647165048962e-07
C(NoiseLevel),0.0007921666666666681,6.0,0.293134497730413,0.9382790825517487
C(Group):C(NoiseLevel),0.002139452380952377,6.0,0.7916860497899559,0.5795015476065555
Residual,0.031528,70.0,,
