,sum_sq,df,F,PR(>F)
C(Group),0.11096201190476176,1.0,247.29534902231268,1.141495382153089e-24
C(NoiseLevel),0.0034128095238095224,6.0,1.2676589459906424,0.2834889112702917
C(Group):C(NoiseLevel),0.008557571428571437,6.0,3.178636809848508,0.008130682186245441
Residual,0.03140916666666667,70.0,,
