,sum_sq,df,F,PR(>F)
C(CF_Num),0.039704960317460396,5.0,7.173267148551784,1.3237045585529776e-06
C(Group),1.181488194444443,1.0,1067.263433063188,6.60434490494036e-159
C(NoiseLevel),0.006049246031746244,6.0,0.910735448965017,0.48626323534607896
C(Category),0.7541763412698386,11.0,61.9330491911873,2.3567390145942317e-104
C(CF_Num):C(Group),0.05356071031745989,5.0,9.676505925240226,4.941988945361818e-09
Residual,1.0837782936507936,979.0,,
