,sum_sq,df,F,PR(>F)
Group,1.1814881944444469,1.0,1022.9887463860175,9.739349720656533e-155
C(Category),0.7541763412698396,11.0,59.36379940434543,5.236247565660046e-101
C(CF_Num),0.03970496031745935,5.0,6.875689113349688,2.555085441904489e-06
Residual,1.1433882499999999,990.0,,
