,sum_sq,df,F,PR(>F)
C(CF_Num),0.16282826752645882,5.0,23.238319893972754,5.753460294251089e-23
C(NoiseLevel),0.02757833068782995,6.0,3.2799079279514487,0.003224987485942626
C(Group),4.644776860119051,1.0,3314.4371106825674,0.0
C(Category),3.050002662367732,11.0,197.8574745211596,0.0
C(Formant),0.2805866712962968,2.0,100.11103914295471,8.434285084360927e-43
C(CF_Num):C(NoiseLevel),0.017804832010582118,30.0,0.42350793692616495,0.9975479266450739
Residual,4.1592877645502675,2968.0,,
