,sum_sq,df,F,PR(>F)
C(Group),0.1891451904761901,1.0,276.03993217229294,5.425180363718924e-26
C(NoiseLevel),0.006994119047619043,6.0,1.701211771628188,0.1335567748745577
C(Group):C(NoiseLevel),0.0036049761904761953,6.0,0.8768549534147833,0.5164834223526313
Residual,0.04796466666666667,70.0,,
