,sum_sq,df,F,PR(>F)
C(Group),0.1001881071428572,1.0,402.434990101472,9.729253908684567e-31
C(NoiseLevel),0.004608904761904775,6.0,3.085503517882712,0.009728364704095506
C(Group):C(NoiseLevel),0.0019231428571428574,6.0,1.2874781228182592,0.2743343581351129
Residual,0.017426833333333336,70.0,,
