,sum_sq,df,F,PR(>F)
Group,2.3338700486111135,1.0,1739.304283357092,3.1282746266341972e-220
C(Category),1.586537320436507,11.0,107.48713898395584,1.9520926679814525e-160
C(CF_Num),0.09047354067460199,5.0,13.484985328935764,9.589709006027596e-13
Residual,1.3284227321428572,990.0,,
