,sum_sq,df,F,PR(>F)
C(Category),1.5865373204365127,11.0,101.71540478662642,4.626789802002691e-154
C(Group),2.3338700486111015,1.0,1645.9089050196553,1.1537813511235755e-212
C(NoiseLevel),0.016511565476190013,6.0,1.9407344944254818,0.0715169062641736
Residual,1.40238470734127,989.0,,
