,sum_sq,df,F,PR(>F)
C(Group),0.16034404761904753,1.0,249.39451620548667,9.054270062891564e-25
C(NoiseLevel),0.00647964285714286,6.0,1.6797083308644911,0.13883054228739755
C(Group):C(NoiseLevel),0.00301278571428572,6.0,0.7810000296261199,0.5876352811097956
Residual,0.04500533333333333,70.0,,
