,sum_sq,df,F,PR(>F)
C(Category),1.1245611150793657,11.0,82.97843639231307,3.6912022816660825e-132
C(Group),1.250388892857138,1.0,1014.892345132404,7.928946853793545e-154
C(NoiseLevel),0.01077885714285666,6.0,1.4581303019740899,0.18946882474871002
Residual,1.2184884642857137,989.0,,
