,sum_sq,df,F,PR(>F)
C(Group),0.07973504761904755,1.0,454.58978118043075,2.470321836518119e-32
C(NoiseLevel),0.0008530714285714306,6.0,0.8105961883042859,0.5652207547862032
C(Group):C(NoiseLevel),0.0005564523809523814,6.0,0.528746086043692,0.7846256739484454
Residual,0.012278,70.0,,
