,sum_sq,df,F,PR(>F)
C(CF_Num),0.16282826752645954,5.0,23.373154162119587,4.150686096294582e-23
C(Group),4.644776860119055,1.0,3333.6682644052266,0.0
C(NoiseLevel),0.027578330687830287,6.0,3.2989387351299673,0.0030781932284307248
C(Category),3.050002662367722,11.0,199.00549072440174,0.0
C(Formant),0.2805866712962949,2.0,100.69190724175964,4.744193350862627e-43
Residual,4.17709259656085,2998.0,,
