,sum_sq,df,F,PR(>F)
C(Group),0.03268629761904758,1.0,212.42274900583317,6.833858301266853e-23
C(NoiseLevel),0.00028957142857142875,6.0,0.313645999350117,0.927833084260854
C(Group):C(NoiseLevel),0.0004519523809523807,6.0,0.48952708104455783,0.8140526734007045
Residual,0.010771166666666668,70.0,,
