,sum_sq,df,F,PR(>F)
C(Formant),0.2805866712962952,2.0,97.07570717190659,1.4040404877921254e-41
C(Group),4.644776860119051,1.0,3213.9445275048474,0.0
C(NoiseLevel),0.027578330687829205,6.0,3.1804622576133768,0.004104834710857139
C(Category),3.0500026623677194,11.0,191.8585045447586,0.0
Residual,4.339920864087308,3003.0,,
