,sum_sq,df,F,PR(>F)
C(Category),1.5865373204365119,11.0,103.5848763668161,9.540325461566808e-153
C(NoiseLevel),0.01651156547619052,6.0,1.9764040961897322,0.06638269716716501
C(Group),2.3338700486111015,1.0,1676.1597792895868,1.0218518302787636e-209
C(Category):C(NoiseLevel),0.11720767261904823,66.0,1.2754130353670647,0.0736480339136061
Residual,1.2851770347222229,923.0,,
