,sum_sq,df,F,PR(>F)
C(Category),0.7541763412698421,11.0,144.97564442695037,1.1337413115828583e-196
C(Group),1.181488194444441,1.0,2498.297855544158,1.4051387524259574e-271
C(NoiseLevel),0.006049246031746,6.0,2.1318901675351882,0.04745378349065246
C(Category):C(Group),0.7145308769841261,11.0,137.35457967205528,1.11976194597054e-189
Residual,0.46251308730158724,978.0,,
